Artist_Name,Artwork_Name,Artwork_Year,Process,Dimensions,Provenance,Assension_Number,image
Mimmo Paladino,"Untitled , 0",0,Drawing on paper,8 1/8 x 12 in. (20.6 x 30.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of The Atlantic Richfield Company",95.101,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.101&dim=300px
Bill Owens,Before the dissolution of our marriage my husband and I owned a bar.  One day a toilet broke and we brought it home.,1972,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.55,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.55&dim=300px
Claes Oldenburg,Umbrella and Newspaper,1962,"Muslin soaked in plaster over wire frame, painted with enamel",38 1/2 x 19 1/2 x 6 in. (97.8 x 49.5 x 15.2 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Collection",87.16,http://www.moca.org/museum/pc_media_viewer.php?acsnum=87.16&dim=300px
Claes Oldenburg,"Picasso Cuflink, from Homage to ...",1974,"Lithograph on paper (Propylaen Verlag), edition 5/15",36 x 27 in. (91.4 x 68.6 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",96.150,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.150&dim=300px
Gabriel Orozco,Comedor en Tepoztl&aacute;n,1995,Cibachrome print,16 x 20 in. (40.6 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Councilman Joel Wachs",2000.97,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.97&dim=300px
Cady Noland,Fence Soffit.,1992,Fence material,67 x 114 x 2 1/2 in. (170.2 x 289.6 x 6.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",92.80.7,http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.80.7&dim=300px
John M. Miller,Number 17,1978,"Magna, graphite on canvas",68 1/2 x 91 1/2 in. (174 x 232.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",97.75,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.75&dim=300px
John McCracken,Firewalker,1969,Polyester resin and fiberglass on plywood,96 x 14 x 1 1/2 in. (243.8 x 35.6 x 3.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Janet and Martin S. Blinder",93.52,http://www.moca.org/museum/pc_media_viewer.php?acsnum=93.52&dim=300px
Rita McBride,Servants and Slaves (domestic),2003,"Nickel, silver and aluminum",7 3/4 x 24 x 5 1/2 in. (19.7 x 61 x 14 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",2004.167,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.167&dim=300px
Ana Mendieta,Silueta Works in Mexico,1973,"Color photograph, edition of 20",Frame: 19 3/8 x 26 9/16 in. (49.2 x 67.5 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with a grant provided by The Judith Rothschild Foundation",97.119.5,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.119.5&dim=300px
Ana Mendieta,Silueta Works in Mexico,1973,"Color photograph, edition of 20",Frame: 19 3/8 x 26 9/16 in. (49.2 x 67.5 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with a grant provided by The Judith Rothschild Foundation",97.119.10,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.119.10&dim=300px
Ed Moses,Roses 1S,1963,"Acrylic, silverwash and graphite on Strathmore board",60 x 40 in. (152.4 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Anne Kennedy",2001.2,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.2&dim=300px
Lee Mullican,From the Seventh Sky,1953,Oil on canvas,49 1/2 x 29 1/2 in. (125.7 x 74.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the Lasky Charitable Lead Trust, Marshall P. Levine and Harlan B. Levine, Trustees, in honor of Morelle I. Levine and Norman D. Levine",2006.42,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.42&dim=300px
Roger Mertin,Poultneyville Orchard,1977,Gelatin silver print,"8 x 10 in. (20.3 x 25.4 cm)
Image: 8 x 10 in. (20.3 x 25.4 cm)","The Museum of Contemporary Art, Los Angeles
The Ralph M. Parsons Foundation Photography Collection",95.46.42,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.46.42&dim=300px
John McLaughlin,#7,1966,Oil on canvas,60 x 48 x 1 1/8 in. (152.4 x 121.9 x 2.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Mr. and Mrs. Alan C. Lerner",82.37,http://www.moca.org/museum/pc_media_viewer.php?acsnum=82.37&dim=300px
Terry Allen,Pinto to Paradise,1970,"Lithograph, edition 3/50",22 1/2 x 29 in. (57.2 x 73.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Peter and Becky Smith",83.1,http://www.moca.org/museum/pc_media_viewer.php?acsnum=83.1&dim=300px
Chiho Aoshima,City Glow,2005,Five-channel DVD installation,Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Rosette Delug",2005.47,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.47&dim=300px
Terry Allen,China Night,1985,Mixed media installation,22 1/2 x 13 3/4 ft.,"The Museum of Contemporary Art, Los Angeles
The El Paso Natural Gas Company Fund for California Art",88.27,http://www.moca.org/museum/pc_media_viewer.php?acsnum=88.27&dim=300px
Pentti Monkkonen,Untitled (Moth Shirt),1997,"Acrylic on sewn, hand-made cotton shirt",30 x 30 in. (76.2 x 76.2 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Kourosh Larizadeh",2001.80,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.80&dim=300px
Ed Moses,Abstract Drawings #1-#3,1976,"Ink, charcoal, graphite, and masking tape on paper",Other: 40 1/8 x 30 1/4 in. (101.9 x 76.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Robert Higashi and Kiyo Higashi",95.59A-C,http://www.moca.org/museum/pc_media_viewer.php?acsnum=95.59A-C&dim=300px
Roy McMakin,Benedek House Model,2002,"Walnut, paint, and mixed media","Table/Model: 36 x 66 x 40 in. (91.4 x 167.6 x 101.6 cm)
Chair: 36 x 22 x 19 in. (91.4 x 55.9 x 48.3 cm)","The Museum of Contemporary Art, Los Angeles
Gift of Peter and Barbara Benedek, Big Leaf Manufacturing, and the artist",2003.54A-B,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2003.54A-B&dim=300px
Ana Mendieta,Silueta Works in Mexico,1973,"Color photograph, edition of 20",Frame: 19 3/8 x 26 9/16 in. (49.2 x 67.5 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with a grant provided by The Judith Rothschild Foundation",97.119.8,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.119.8&dim=300px
Rita McBride,Machines,2001,Porcelain enamel on steel,Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by Brenda R. Potter and Michael C. Sandler",2001.39.1-.5,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.39.1-.5&dim=300px
Cady Noland,SLA Group Shot #4.,1990,Silkscreen on aluminum,77 1/2 x 60 1/2 in. (196.9 x 153.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of the artist",92.81,http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.81&dim=300px
Bruce Nauman,"Dead, Dead",1981,"Gouache on paper, glued together",49 1/2 x 63 1/2 in. (125.7 x 161.3 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Linda and Bob Gersh",97.191,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.191&dim=300px
Cady Noland,"Untitled
Photo credit: Dorota Turcot , 0",0,Four Black and white photostats,"3 @: 11 x 14 in. (27.9 x 35.6 cm)
1 @: 14 x 17 in. (35.6 x 43.2 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",92.80.14,http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.80.14&dim=300px
Gabriel Orozco,Ping Pond Table (Mesa de ping-pong con estanque),1998,Mixed media,30 x 167 3/4 x 167 3/4 in. (76.2 x 426.1 x 426.1 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Acquisition and Collection Committee, 2000",2000.69,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.69&dim=300px
Gabriel Orozco,Nike Town (Pueblo Nike),1998,"Cibachrome print, edition 2/5",12 x 18 in. (30.5 x 45.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Dean Valentine and Amy Adelson in honor of Marion Goodman Gallery&#039;s 30th anniversary",2005.83,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.83&dim=300px
Bill Owens,One of the joys of living in the suburbs is taking care of your own lawn.,1972,Gelatin silver print,Paper: 10 x 8 in. (25.4 x 20.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gary A. Richwald, MD, MPH in memory of Ann and Marvin Richwald",2004.69.4,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.69.4&dim=300px
Jack Pierson,Palms Hollywood,1990,Color photograph,30 x 40 in. (76.2 x 101.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",2006.106,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.106&dim=300px
John Ahearn,Luis with Bite in Forehead,1980,Painted plaster cast,24 x 21 x 6 in. (61 x 53.3 x 15.2 cm),"The Museum of Contemporary Art, Los Angeles
The Barry Lowen Collection",85.34,http://www.moca.org/museum/pc_media_viewer.php?acsnum=85.34&dim=300px
Guo Yilin,No. 7,2006,"Color photograph, Edition 6/8",21 x 31 in. (53.3 x 78.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Rosette V. Delug",2007.51,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.51&dim=300px
Max Yavno,Children in Front of Houses,1947,Gelatin silver print,"7 1/4 x 7 1/4 in. (18.4 x 18.4 cm)
Image: 7 1/4 x 7 1/4 in. (18.4 x 18.4 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.113,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.113&dim=300px
Max Yavno,Grape Cluster,1961,Cibachrome print,"20 x 16 in. (50.8 x 40.6 cm)
Image: 13 1/2 x 10 1/2 in. (34.3 x 26.7 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.128,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.128&dim=300px
Max Yavno,Market People,1979,Gelatin silver print,"10 1/2 x 13 5/8 in. (26.7 x 34.6 cm)
Image: 10 1/4 x 13 3/8 in. (26 x 34 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.139,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.139&dim=300px
Mark Wyse,Winter #4,2005,Color photograph,Frame: 33 3/4 x 41 1/2 x 2 in. (85.7 x 105.4 x 5.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Sheridan Brown",2008.28,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2008.28&dim=300px
Cosima von Bonin,THERAPY (#62),2002,"Perspex, timber, cloth, and foam",52 x 31 1/8 x 31 1/8 in. (132.1 x 79.1 x 79.1 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",2004.227,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.227&dim=300px
Chris Verene,Untitled (from the Galesburg series &quot;Christmas Lights Contest Winner&quot;),1998,"Chromogenic print, edition 6/20",24 x 20 in. (61 x 50.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Marc Selwyn",2005.92,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2005.92&dim=300px
Jacques Villeglé,Rue Pirouette,1962,Torn posters pasted on plywood,"14 1/8 x 20 5/8 in. (35.9 x 52.4 cm)
Frame: 16 1/2 x 22 3/4 x 2 1/4 in. (41.9 x 57.8 x 5.7 cm)
Other (cardboard collar box dim): 17 x 22 3/8 x 3 in. (43.2 x 56.8 x 7.6 cm)","The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",2004.225,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.225&dim=300px
Robert Therrien,No Title,1985,Bronze,101 x 32 x 32 in. (256.5 x 81.3 x 81.3 cm),"The Museum of Contemporary Art, Los Angeles
Gift of an anonymous donor",92.78,http://www.moca.org/museum/pc_media_viewer.php?acsnum=92.78&dim=300px
Frank Stella,Carl Andr&eacute; (from The Purple Series),1972,"One color lithograph on Deluxe paper, edition 52/100",Paper: 16 x 22 in. (40.6 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of J. P. Guerin",2000.93.4,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.93.4&dim=300px
Frank Stella,Steller&#039;s Albatross from the Exotic Bird Series,1977,"57 color lithograph/screenprint, edition 21/50",33 7/8 x 45 7/8 in. (86 x 116.5 cm),"The Museum of Contemporary Art, Los Angeles
Gift of  David Gensburg",82.12.6,http://www.moca.org/museum/pc_media_viewer.php?acsnum=82.12.6&dim=300px
Laurie Simmons,Water Series,1980,Color photograph,16 1/4 x 23 in. (41.3 x 58.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Alan N. Kleinman from the Estate of Marsha Kleinman",99.94,http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.94&dim=300px
Robert Smithson,Spiral of Cinnabar,1970,Graphite on paper,"18 7/8 x 23 1/4 in. (47.9 x 59.1 cm)
Frame: 26 1/8 x 31 1/8 x 1 5/8 in. (66.4 x 79.1 x 4.1 cm)","The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",96.164,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.164&dim=300px
Lezley Saar,Pinky Apr&egrave;s le Deluge,1994,Mixed media,30 x 14 1/2 x 10 in. (76.2 x 36.8 x 25.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Heidi Steiger",2004.11,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.11&dim=300px
Gary Stephan,Two Ways,1981,Ink on paper,56 1/2 x 42 in. (143.5 x 106.7 cm),"The Museum of Contemporary Art, Los Angeles
Bequest of Marcia Simon Weisman",96.166,http://www.moca.org/museum/pc_media_viewer.php?acsnum=96.166&dim=300px
Edward Ruscha,"Texaco, Jackrabbit, Arizona",1962,"Gelatin silver print, edition 7/25",19 1/2 x 23 in. (49.5 x 58.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Gilbert B. Friesen",90.13.4,http://www.moca.org/museum/pc_media_viewer.php?acsnum=90.13.4&dim=300px
Kay Rosen,Blanks I,1992,"Silkscreen and color lithograph on Magnani Pescia paper, edition of 30; PP II/II",Paper: 13 1/2 x 9 3/4 in. (34.3 x 24.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",99.76.4,http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.76.4&dim=300px
Kay Rosen,Ex-Ed,1992,"Silkscreen and color lithograph on Magnani Pescia paper, edition of 30; PP II/II",Paper: 13 1/2 x 9 3/4 in. (34.3 x 24.8 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Hudson",99.76.6,http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.76.6&dim=300px
Bridget  Riley,Green and Magenta Diagonal,1968,Acrylic on canvas,80 x 159 7/8 in. (203.2 x 406.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",97.93,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.93&dim=300px
Susan Rankaitis,Diagonal Study #2,1980,Mixed media photograph,20 x 24 in. (50.8 x 61 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Ruth and Jacob Bloom",97.144.7,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.144.7&dim=300px
Edward Ruscha,The Briefcase,1973,Gunpowder on paper,13 x 21 1/2 in. (33 x 54.6 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",2004.200,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.200&dim=300px
Charles Ray,Rotating Circle,1988,Electric motor with 9 in. diameter disc,Diameter: 9 in. (22.9 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Lannan Foundation",97.86,http://www.moca.org/museum/pc_media_viewer.php?acsnum=97.86&dim=300px
Robert Smithson,The Dual Perspective,1967,"Collage, pencil, ink, graph paper",17 x 22 in. (43.2 x 55.9 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by the Drawings Committee in honor of Connie Butler",2006.36,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.36&dim=300px
Kim Schoenstadt,Pool Side Chat: Googie and Social Realism in 7/8 time,2005,"Carved lines into plaster wall with chalk board paint, gouache and pencil",123 1/2 x 189 in. (313.7 x 480.1 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by John Baldessari",2006.62,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2006.62&dim=300px
Peter Shelton,CURVEDTUBEbentpipe,1989,Cast bronze,46 1/2 x 90 x 60 1/2 in. (118.1 x 228.6 x 153.7 cm),"The Museum of Contemporary Art, Los Angeles
The Panza Gift",94.76A-B,http://www.moca.org/museum/pc_media_viewer.php?acsnum=94.76A-B&dim=300px
Ron Terada,Untitled (Ad Painting: On Kawara),1996,Acrylic on canvas,40 1/2 x 36 in. (102.9 x 91.4 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Patrick Painter in memory of Stuart Regen",99.105,http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.105&dim=300px
Rirkrit Tiravanija,Untitled (Musselslessum),1991,"Electric wok, cooking supplies, table, tablecloth, vinyl text, and mussels",Dimensions variable,"The Museum of Contemporary Art, Los Angeles
Gift of Dean Valentine and Amy Adelson",99.98,http://www.moca.org/museum/pc_media_viewer.php?acsnum=99.98&dim=300px
Cosima von Bonin,D&#039;ACCORD,2002,Wool and cotton,102 3/8 x 78 3/4 in. (260 x 200 cm),"The Museum of Contemporary Art, Los Angeles
Partial and promised gift of Blake Byrne",2004.226,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.226&dim=300px
De Wain Valentine,Double Disk,1967,"Molded fiberglass, re-enforced polyester",64 x 64 x 64 in. (162.6 x 162.6 x 162.6 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Larry Gagosian",2000.57,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2000.57&dim=300px
Edward Weston,Elsa,1945,Black and white photograph,7 1/2 x 9 1/2 in. (19.1 x 24.1 cm),"The Museum of Contemporary Art, Los Angeles
Gift of  William A. Palmer",82.9,http://www.moca.org/museum/pc_media_viewer.php?acsnum=82.9&dim=300px
Matthias Weischer,Zimmer,2004,Oil on canvas,55 x 67 in. (139.7 x 170.2 cm),"The Museum of Contemporary Art, Los Angeles
Purchased with funds provided by The Buddy Taub Foundation, Jill and Dennis Roach, Directors",2004.84,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2004.84&dim=300px
Max Yavno,Three Youths Smoking,1947,Gelatin silver print,"8 x 9 7/8 in. (20.3 x 25.1 cm)
Image: 7 5/8 x 9 5/8 in. (19.4 x 24.4 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.64,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.64&dim=300px
Max Yavno,Trusses,1939,Gelatin silver print,"19 7/8 x 15 7/8 in. (50.5 x 40.3 cm)
Image: 13 1/2 x 10 1/8 in. (34.3 x 25.7 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.19,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.19&dim=300px
Max Yavno,Shopkeeper with Clay Pots in Marrakech,1982,Gelatin silver print,15 1/4 x 19 3/8 in. (38.7 x 49.2 cm),"The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.169,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.169&dim=300px
Max Yavno,"Winter, 16th Street",1940,Gelatin silver print,"16 x 20 in. (40.6 x 50.8 cm)
Image: 10 x 13 3/8 in. (25.4 x 34 cm)","The Museum of Contemporary Art, Los Angeles
The Max Yavno Collection",89.35.21,http://www.moca.org/museum/pc_media_viewer.php?acsnum=89.35.21&dim=300px
Guo Yilin,No. 6,2006,"Color photograph, Edition 6/8",21 x 31 in. (53.3 x 78.7 cm),"The Museum of Contemporary Art, Los Angeles
Gift of Rosette V. Delug",2007.50,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2007.50&dim=300px
James Welling,LA-C 89,1977,Gelatin silver print,"Frame: 17 1/2 x 14 1/2 x 1 in. (44.5 x 36.8 x 2.5 cm)
Image: 4 3/8 x 3 3/8 in. (11.1 x 8.6 cm)","The Museum of Contemporary Art, Los Angeles
Gift of the artist",2001.41.17,http://www.moca.org/museum/pc_media_viewer.php?acsnum=2001.41.17&dim=300px
