technique,provenance,title,imageUrl,dimensions,artist,accessionId,url
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,and the church people came,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C17%2Ejpg,9.5 H x 13.5 W,LeRoy W. Jeffries,2004.2.17,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=17
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,They walked from New York to Washington,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C18%2Ejpg,9 3/8 H x 13 5/8 W,LeRoy W. Jeffries,2004.2.18,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=18
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,"And Peter, Paul and Mary came",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C19%2Ejpg,9.5 H x 13.5 W,LeRoy W. Jeffries,2004.2.19,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=19
Gelatin silver print,Gift of Ida Walls Lee in memory of Vermont Jeffries,"Gordon Parkswriter, photographer, director",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CJeffries%5C20%2Ejpg,9.5 H x 13.75 W,LeRoy W. Jeffries,2004.2.20,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+LeRoy+W%2E+Jeffries&whereclause=where+maker%3D%27LeRoy+W%2E+Jeffries%27+OR+cleanmaker%3D%27LeRoy+W%2E+Jeffries%27+OR+maker1%3D%27LeRoy+W%2E+Jeffries%27+OR+maker2%3D%27LeRoy+W%2E+Jeffries%27+OR+maker3%3D%27LeRoy+W%2E+Jeffries%27+OR+maker4%3D%27LeRoy+W%2E+Jeffries%27+OR+maker5%3D%27LeRoy+W%2E+Jeffries%27&current_record=20
"Mixed media assemblage: paint, books, board, piano keys","Commissioned by Seagram's Gin as part of its national program ""Perspectives in African American Art""",Round Midnight,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSaar%5CMidnight%2Ebmp,"64"" H x 45.5"" W x 2.5"" D",Lezley Saar,AF19962.4,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Lezley+Saar&whereclause=where+maker%3D%27Lezley+Saar%27+OR+cleanmaker%3D%27Lezley+Saar%27+OR+maker1%3D%27Lezley+Saar%27+OR+maker2%3D%27Lezley+Saar%27+OR+maker3%3D%27Lezley+Saar%27+OR+maker4%3D%27Lezley+Saar%27+OR+maker5%3D%27Lezley+Saar%27&current_record=1
bound book,Museum purchase,"A History of The Mexican War, or Facts For the People, Showing the Relations of the U.S. Gov't to Slavery",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CDocuments%5CLoring%2Ebmp,"6.75"" H x 4.25"" x 0.25"" D",Loring Moody,2001.1.4,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Loring+Moody&whereclause=where+maker%3D%27Loring+Moody%27+OR+cleanmaker%3D%27Loring+Moody%27+OR+maker1%3D%27Loring+Moody%27+OR+maker2%3D%27Loring+Moody%27+OR+maker3%3D%27Loring+Moody%27+OR+maker4%3D%27Loring+Moody%27+OR+maker5%3D%27Loring+Moody%27&current_record=1
Cibachrome print,Gift of Margo H. Leavin,Sisterhood,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5CTrioImages%5CHarris%5FSisterhood%2Ejpg,"14"" H x 11"" W",Lyle Ashton Harris,2008.15,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Lyle+Ashton+Harris&whereclause=where+maker%3D%27Lyle+Ashton+Harris%27+OR+cleanmaker%3D%27Lyle+Ashton+Harris%27+OR+maker1%3D%27Lyle+Ashton+Harris%27+OR+maker2%3D%27Lyle+Ashton+Harris%27+OR+maker3%3D%27Lyle+Ashton+Harris%27+OR+maker4%3D%27Lyle+Ashton+Harris%27+OR+maker5%3D%27Lyle+Ashton+Harris%27&current_record=1
Comic book staple bound with printed ink on linen supports,Gift of Muriel Carrison,The Strange Tale of Ten Little Nigger Boys,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBlack%5FAmericana%5CDonohue%5FStrangeTale%2Ejpg,8.5 H x 6 W,M.A. Donohue & Co,2006.8,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+M%2EA%2E+Donohue+%26+Co&whereclause=where+maker%3D%27M%2EA%2E+Donohue+%26+Co%27+OR+cleanmaker%3D%27M%2EA%2E+Donohue+%26+Co%27+OR+maker1%3D%27M%2EA%2E+Donohue+%26+Co%27+OR+maker2%3D%27M%2EA%2E+Donohue+%26+Co%27+OR+maker3%3D%27M%2EA%2E+Donohue+%26+Co%27+OR+maker4%3D%27M%2EA%2E+Donohue+%26+Co%27+OR+maker5%3D%27M%2EA%2E+Donohue+%26+Co%27&current_record=1
Braided stainless steel,Gift of Atlantic Richfield Company,Chorus,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMaren%5FHassinger%5CChorus+detail%2Ejpg,"4' x 27' x 18"" (installed)",Maren Hassinger,AF19923.10,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Maren+Hassinger&whereclause=where+maker%3D%27Maren+Hassinger%27+OR+cleanmaker%3D%27Maren+Hassinger%27+OR+maker1%3D%27Maren+Hassinger%27+OR+maker2%3D%27Maren+Hassinger%27+OR+maker3%3D%27Maren+Hassinger%27+OR+maker4%3D%27Maren+Hassinger%27+OR+maker5%3D%27Maren+Hassinger%27&current_record=1
Braided steel,"Gift of The Links, Inc., Los Angeles Chapter",Interlock,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMaren%5FHassinger%5CInterlock%2Ejpg,"91 x 34""",Maren Hassinger,AF1984.61.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Maren+Hassinger&whereclause=where+maker%3D%27Maren+Hassinger%27+OR+cleanmaker%3D%27Maren+Hassinger%27+OR+maker1%3D%27Maren+Hassinger%27+OR+maker2%3D%27Maren+Hassinger%27+OR+maker3%3D%27Maren+Hassinger%27+OR+maker4%3D%27Maren+Hassinger%27+OR+maker5%3D%27Maren+Hassinger%27&current_record=2
twisted metal wire,Bequest of Alfred C. Darby,Leaning,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMaren%5FHassinger%5CLeaning%2Ebmp,"7.25"" x 9"" x 18""",Maren Hassinger,AF19933.7.27,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Maren+Hassinger&whereclause=where+maker%3D%27Maren+Hassinger%27+OR+cleanmaker%3D%27Maren+Hassinger%27+OR+maker1%3D%27Maren+Hassinger%27+OR+maker2%3D%27Maren+Hassinger%27+OR+maker3%3D%27Maren+Hassinger%27+OR+maker4%3D%27Maren+Hassinger%27+OR+maker5%3D%27Maren+Hassinger%27&current_record=3
Bound book with (6) lithographs in portfolio,Gift of Herbert & Selma Moskowitz,For My People,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CCatlett%5CCatlett%5FWalker1%2Ejpg,23 H x 19.5 W x 1.5 D,Margaret Walker and illustrated by Elizabeth Catlett,2004.9,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Margaret+Walker+and+illustrated+by+Elizabeth+Catlett&whereclause=where+maker%3D%27Margaret+Walker+and+illustrated+by+Elizabeth+Catlett%27+OR+cleanmaker%3D%27Margaret+Walker+and+illustrated+by+Elizabeth+Catlett%27+OR+maker1%3D%27Margaret+Walker+and+illustrated+by+Elizabeth+Catlett%27+OR+maker2%3D%27Margaret+Walker+and+illustrated+by+Elizabeth+Catlett%27+OR+maker3%3D%27Margaret+Walker+and+illustrated+by+Elizabeth+Catlett%27+OR+maker4%3D%27Margaret+Walker+and+illustrated+by+Elizabeth+Catlett%27+OR+maker5%3D%27Margaret+Walker+and+illustrated+by+Elizabeth+Catlett%27&current_record=1
mixed media,Gift of the Director Arts Circle,Hope Street: Church Mothers,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CChurch+mothers%2Ejpg,4' x 6',Marie E. Johnson Calloway,AF19855.11,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Marie+E%2E+Johnson+Calloway&whereclause=where+maker%3D%27Marie+E%2E+Johnson+Calloway%27+OR+cleanmaker%3D%27Marie+E%2E+Johnson+Calloway%27+OR+maker1%3D%27Marie+E%2E+Johnson+Calloway%27+OR+maker2%3D%27Marie+E%2E+Johnson+Calloway%27+OR+maker3%3D%27Marie+E%2E+Johnson+Calloway%27+OR+maker4%3D%27Marie+E%2E+Johnson+Calloway%27+OR+maker5%3D%27Marie+E%2E+Johnson+Calloway%27&current_record=1
Pen & ink on paper,Gift of Dr. and Mrs. Leon O. Banks,"With How Sad Steps, a Moon, Thou Climb'st the Skies",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSampler%5CSampler%5FSadSteps%2Ejpg,"12.5"" H x 15"" W",Marion Sampler,2005.2.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Marion+Sampler&whereclause=where+maker%3D%27Marion+Sampler%27+OR+cleanmaker%3D%27Marion+Sampler%27+OR+maker1%3D%27Marion+Sampler%27+OR+maker2%3D%27Marion+Sampler%27+OR+maker3%3D%27Marion+Sampler%27+OR+maker4%3D%27Marion+Sampler%27+OR+maker5%3D%27Marion+Sampler%27&current_record=2
Pen & ink on paper,Gift of Dr. and Mrs. Leon O. Banks,Untitled (female nude),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSampler%5CSampler%5Ffemalenude%2Ejpg,"24"" H x 18.75"" W",Marion Sampler,2005.2.3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Marion+Sampler&whereclause=where+maker%3D%27Marion+Sampler%27+OR+cleanmaker%3D%27Marion+Sampler%27+OR+maker1%3D%27Marion+Sampler%27+OR+maker2%3D%27Marion+Sampler%27+OR+maker3%3D%27Marion+Sampler%27+OR+maker4%3D%27Marion+Sampler%27+OR+maker5%3D%27Marion+Sampler%27&current_record=3
Pen & ink on paper,Gift of Dr. and Mrs. Leon O. Banks,Chair,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSampler%5CSampler%5FChair%2Ejpg,27 H x 21.25 W,Marion Sampler,2005.2.4,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Marion+Sampler&whereclause=where+maker%3D%27Marion+Sampler%27+OR+cleanmaker%3D%27Marion+Sampler%27+OR+maker1%3D%27Marion+Sampler%27+OR+maker2%3D%27Marion+Sampler%27+OR+maker3%3D%27Marion+Sampler%27+OR+maker4%3D%27Marion+Sampler%27+OR+maker5%3D%27Marion+Sampler%27&current_record=4
Douglas fir and red cedar wood,Gift of Harry and Linda Macklowe,She,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPuryear%5CShe%2Ejpg,"8' H x 3' 6"" W x 9' 11"" D",Martin Puryear,AF199012.111.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Martin+Puryear&whereclause=where+maker%3D%27Martin+Puryear%27+OR+cleanmaker%3D%27Martin+Puryear%27+OR+maker1%3D%27Martin+Puryear%27+OR+maker2%3D%27Martin+Puryear%27+OR+maker3%3D%27Martin+Puryear%27+OR+maker4%3D%27Martin+Puryear%27+OR+maker5%3D%27Martin+Puryear%27&current_record=1
Douglas fir and red cedar wood,Gift of Harry and Linda Macklowe,Her,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPuryear%5CHer%2Ejpg,"5' 6"" H x 8' W x 9' 6"" D",Martin Puryear,AF199012.111.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Martin+Puryear&whereclause=where+maker%3D%27Martin+Puryear%27+OR+cleanmaker%3D%27Martin+Puryear%27+OR+maker1%3D%27Martin+Puryear%27+OR+maker2%3D%27Martin+Puryear%27+OR+maker3%3D%27Martin+Puryear%27+OR+maker4%3D%27Martin+Puryear%27+OR+maker5%3D%27Martin+Puryear%27&current_record=2
Lithograph on paper,Gift of Lora Schlesinger,"The Things Seen Suggest, This and Other Existences",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMarvin%5FHarden%5CHarden%5FThings+seen%2Ejpg,"26.5 x 20""",Marvin Harden,AF199112.54,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Marvin+Harden&whereclause=where+maker%3D%27Marvin+Harden%27+OR+cleanmaker%3D%27Marvin+Harden%27+OR+maker1%3D%27Marvin+Harden%27+OR+maker2%3D%27Marvin+Harden%27+OR+maker3%3D%27Marvin+Harden%27+OR+maker4%3D%27Marvin+Harden%27+OR+maker5%3D%27Marvin+Harden%27&current_record=1
Pencil on paper,Gift of Dr. and Mrs. Leon O. Banks,Perfectly Logical and Inevitable,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMarvin%5FHarden%5CHarden%5FLogical%2Ejpg,"21"" x 17""",Marvin Harden,2005.2.5,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Marvin+Harden&whereclause=where+maker%3D%27Marvin+Harden%27+OR+cleanmaker%3D%27Marvin+Harden%27+OR+maker1%3D%27Marvin+Harden%27+OR+maker2%3D%27Marvin+Harden%27+OR+maker3%3D%27Marvin+Harden%27+OR+maker4%3D%27Marvin+Harden%27+OR+maker5%3D%27Marvin+Harden%27&current_record=2
acrylic paint on paper,Gift of Matthew Thomas,Cosmic Fire,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMatthew%5FThomas%5CCosmic%5FThomas%2Ejpg,"74' x 74""",Matthew Thomas,2005.3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Matthew+Thomas&whereclause=where+maker%3D%27Matthew+Thomas%27+OR+cleanmaker%3D%27Matthew+Thomas%27+OR+maker1%3D%27Matthew+Thomas%27+OR+maker2%3D%27Matthew+Thomas%27+OR+maker3%3D%27Matthew+Thomas%27+OR+maker4%3D%27Matthew+Thomas%27+OR+maker5%3D%27Matthew+Thomas%27&current_record=1
Acrylic and pyro-engraving on wood panel,Gift of the artist Matthew Thomas,Three World Views As One,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMatthew%5FThomas%5CThreeWorldViewsAsOne%2Ejpg,"20"" H x 20"" W x 1.75"" D",Matthew Thomas,2008.9.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Matthew+Thomas&whereclause=where+maker%3D%27Matthew+Thomas%27+OR+cleanmaker%3D%27Matthew+Thomas%27+OR+maker1%3D%27Matthew+Thomas%27+OR+maker2%3D%27Matthew+Thomas%27+OR+maker3%3D%27Matthew+Thomas%27+OR+maker4%3D%27Matthew+Thomas%27+OR+maker5%3D%27Matthew+Thomas%27&current_record=2
Acrylic and gold leaf on wood panel,Gift of the artist Matthew Thomas,Moving Point,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMatthew%5FThomas%5CMovingPoint%2Ejpg,"8"" H x 16"" W x 1"" D",Matthew Thomas,2008.9.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Matthew+Thomas&whereclause=where+maker%3D%27Matthew+Thomas%27+OR+cleanmaker%3D%27Matthew+Thomas%27+OR+maker1%3D%27Matthew+Thomas%27+OR+maker2%3D%27Matthew+Thomas%27+OR+maker3%3D%27Matthew+Thomas%27+OR+maker4%3D%27Matthew+Thomas%27+OR+maker5%3D%27Matthew+Thomas%27&current_record=3
"Fabric, wood, raffia and animal skin",California Afro-American Museum Foundation purchase,Ceremonial mask and costume,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CPoro+costume%2Ejpg,"85 x 29 x 14½""",Mende's Poro Secret Society,AF19875.75,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Mende%27s+Poro+Secret+Society&whereclause=where+maker%3D%27Mende%27%27s+Poro+Secret+Society%27+OR+cleanmaker%3D%27Mende%27%27s+Poro+Secret+Society%27+OR+maker1%3D%27Mende%27%27s+Poro+Secret+Society%27+OR+maker2%3D%27Mende%27%27s+Poro+Secret+Society%27+OR+maker3%3D%27Mende%27%27s+Poro+Secret+Society%27+OR+maker4%3D%27Mende%27%27s+Poro+Secret+Society%27+OR+maker5%3D%27Mende%27%27s+Poro+Secret+Society%27&current_record=1
Cast bronze,Gift of William and Carolyn Hayling,Refugee,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CRefugee%2Ebmp,"8"" x 5½"" x 2½""",Meta Vaux Warrick Fuller,AF19987.10,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Meta+Vaux+Warrick+Fuller&whereclause=where+maker%3D%27Meta+Vaux+Warrick+Fuller%27+OR+cleanmaker%3D%27Meta+Vaux+Warrick+Fuller%27+OR+maker1%3D%27Meta+Vaux+Warrick+Fuller%27+OR+maker2%3D%27Meta+Vaux+Warrick+Fuller%27+OR+maker3%3D%27Meta+Vaux+Warrick+Fuller%27+OR+maker4%3D%27Meta+Vaux+Warrick+Fuller%27+OR+maker5%3D%27Meta+Vaux+Warrick+Fuller%27&current_record=1
fabric,Gift of Michael A. Cummings,Springtime in Memphis at Night,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSpringtime%2Ejpg,"98"" H x 66"" W",Michael A. Cummings,AF198711.149,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Michael+A%2E+Cummings&whereclause=where+maker%3D%27Michael+A%2E+Cummings%27+OR+cleanmaker%3D%27Michael+A%2E+Cummings%27+OR+maker1%3D%27Michael+A%2E+Cummings%27+OR+maker2%3D%27Michael+A%2E+Cummings%27+OR+maker3%3D%27Michael+A%2E+Cummings%27+OR+maker4%3D%27Michael+A%2E+Cummings%27+OR+maker5%3D%27Michael+A%2E+Cummings%27&current_record=1
Mixed media sculpture,Gift of Michael Rogers,Beat the Black: A Darryl Gates/Tom Bradley Production,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CTom+Bradley%5CBeatblack%2Ebmp,7' H x 4' W,Michael Rogers,AF199211.73,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Michael+Rogers&whereclause=where+maker%3D%27Michael+Rogers%27+OR+cleanmaker%3D%27Michael+Rogers%27+OR+maker1%3D%27Michael+Rogers%27+OR+maker2%3D%27Michael+Rogers%27+OR+maker3%3D%27Michael+Rogers%27+OR+maker4%3D%27Michael+Rogers%27+OR+maker5%3D%27Michael+Rogers%27&current_record=1
"wood,earth, tar, wire mesh & rebar armature",Gift of Michele Elizabeth Lee and Leon Allenton Dockery,Shaman's Spoon (The Nest),http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CLee%5FShamon%2Ejpg,"13' 5"" x 18' 3"" x 7' 8""",Michele Elizabeth Lee and Leon Dockery,AF19925.19,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Michele+Elizabeth+Lee+and+Leon+Dockery&whereclause=where+maker%3D%27Michele+Elizabeth+Lee+and+Leon+Dockery%27+OR+cleanmaker%3D%27Michele+Elizabeth+Lee+and+Leon+Dockery%27+OR+maker1%3D%27Michele+Elizabeth+Lee+and+Leon+Dockery%27+OR+maker2%3D%27Michele+Elizabeth+Lee+and+Leon+Dockery%27+OR+maker3%3D%27Michele+Elizabeth+Lee+and+Leon+Dockery%27+OR+maker4%3D%27Michele+Elizabeth+Lee+and+Leon+Dockery%27+OR+maker5%3D%27Michele+Elizabeth+Lee+and+Leon+Dockery%27&current_record=1
Bound hardcover book,"Gift of Friends, The Foundation of the California African American Museum",Negro Drawings,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5CTrioImages%5CReserve%5FLibrary%5CCovarubbias%5FDrawings%2Ejpg,"10.25"" H x 8"" x 0.75"" D",Miguel Covarrubias,TL08.7,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Miguel+Covarrubias&whereclause=where+maker%3D%27Miguel+Covarrubias%27+OR+cleanmaker%3D%27Miguel+Covarrubias%27+OR+maker1%3D%27Miguel+Covarrubias%27+OR+maker2%3D%27Miguel+Covarrubias%27+OR+maker3%3D%27Miguel+Covarrubias%27+OR+maker4%3D%27Miguel+Covarrubias%27+OR+maker5%3D%27Miguel+Covarrubias%27&current_record=1
"Nylon, wire and sequins",Gift of Ms. Mercedes Moon,Mildred E. Blount ladies hat,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBlount%5CBlount+hat%2Ejpg,"3"" H x 10"" W x 32"" D",Mildred E. Blount,AF198712.159.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Mildred+E%2E+Blount&whereclause=where+maker%3D%27Mildred+E%2E+Blount%27+OR+cleanmaker%3D%27Mildred+E%2E+Blount%27+OR+maker1%3D%27Mildred+E%2E+Blount%27+OR+maker2%3D%27Mildred+E%2E+Blount%27+OR+maker3%3D%27Mildred+E%2E+Blount%27+OR+maker4%3D%27Mildred+E%2E+Blount%27+OR+maker5%3D%27Mildred+E%2E+Blount%27&current_record=1
Nylon and wire,Gift of Ms. Mercedes Moon,Mildred E. Blount ladies hat,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBlount%5CBlount+hat2%2Ejpg," 3"" x 10.5"" x 38""",Mildred E. Blount,AF198712.159.2,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Mildred+E%2E+Blount&whereclause=where+maker%3D%27Mildred+E%2E+Blount%27+OR+cleanmaker%3D%27Mildred+E%2E+Blount%27+OR+maker1%3D%27Mildred+E%2E+Blount%27+OR+maker2%3D%27Mildred+E%2E+Blount%27+OR+maker3%3D%27Mildred+E%2E+Blount%27+OR+maker4%3D%27Mildred+E%2E+Blount%27+OR+maker5%3D%27Mildred+E%2E+Blount%27&current_record=2
"Dyed man-made fabric, wire and beads",Gift of Ms. Mercedes Moon,Mildred E. Blount ladies hat,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CBlount%5CBlount+hat3%2Ejpg,"3"" x 9""",Mildred E. Blount,AF198712.159.3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Mildred+E%2E+Blount&whereclause=where+maker%3D%27Mildred+E%2E+Blount%27+OR+cleanmaker%3D%27Mildred+E%2E+Blount%27+OR+maker1%3D%27Mildred+E%2E+Blount%27+OR+maker2%3D%27Mildred+E%2E+Blount%27+OR+maker3%3D%27Mildred+E%2E+Blount%27+OR+maker4%3D%27Mildred+E%2E+Blount%27+OR+maker5%3D%27Mildred+E%2E+Blount%27&current_record=3
Rotogravure,Gift of Edward T. Garcia,"""Between The Devil and the Deep Blue Sea""",http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CSheet%5Fmusic%5CGarcia%5Fsheetmusic%5CRhythMania+copy%2Ejpg,"12"" H x 9"" W","Mills Music, Inc. Music Publishers",2007.11.3,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Mills+Music%2C+Inc%2E+Music+Publishers&whereclause=where+maker%3D%27Mills+Music%2C+Inc%2E+Music+Publishers%27+OR+cleanmaker%3D%27Mills+Music%2C+Inc%2E+Music+Publishers%27+OR+maker1%3D%27Mills+Music%2C+Inc%2E+Music+Publishers%27+OR+maker2%3D%27Mills+Music%2C+Inc%2E+Music+Publishers%27+OR+maker3%3D%27Mills+Music%2C+Inc%2E+Music+Publishers%27+OR+maker4%3D%27Mills+Music%2C+Inc%2E+Music+Publishers%27+OR+maker5%3D%27Mills+Music%2C+Inc%2E+Music+Publishers%27&current_record=1
Mixed media on canvas,"Gift of Friends, The Foundation of the California African American Museum",Happy Father's Day Mama,http://trio.caamuseum.org/image.asp?media=%5C%5Ccaamapp1%5Ctrioimages%5CMilton%5FBowens%5CBowens%5FHappyFathersDay%2Ejpg,"60"" H x 48"" W",Milton Bowens,2006.10.1,http://trio.caamuseum.org/itemdetail.asp?searchdesc=Records+where+the+Artist%2FMaker+is+Milton+Bowens&whereclause=where+maker%3D%27Milton+Bowens%27+OR+cleanmaker%3D%27Milton+Bowens%27+OR+maker1%3D%27Milton+Bowens%27+OR+maker2%3D%27Milton+Bowens%27+OR+maker3%3D%27Milton+Bowens%27+OR+maker4%3D%27Milton+Bowens%27+OR+maker5%3D%27Milton+Bowens%27&current_record=1
