Artwork_Title,date,name,nationality,birth_date,death_date,dimensions_inch,medium,credit_line,object_no,description,image_url
"On the Meoselle, January 23, 1908",1908,Joseph Basil Girard,American,1846,1918,5 13/16 x 7 5/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.55,,http://emuseum.huntington.org/internal/media/dispatcher/20110/resize:format$003dfull
On the Nipisiquit,0,Charles Lanman,American,1819,1895,7 x 10,watercolor and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.47,,http://emuseum.huntington.org/internal/media/dispatcher/18066/resize:format$003dfull
On the Schuylkill River,1869,Edmund Walenta,American,0,0,10 3/8 x 14 5/8,graphite and sgraffito on prepared paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.93,,http://emuseum.huntington.org/internal/media/dispatcher/18094/resize:format$003dfull
Ophelia,1846,Lilly Martin Spencer,American,1822,1902,19 1/4 x 15,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.53,,http://emuseum.huntington.org/internal/media/dispatcher/18034/resize:format$003dfull
"Oregonian, New York, in for Repairs",1931,E. A. Burbank,American,1858,1949,7 11/16 x 14 1/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Adelaide Bray.",87.61.12,,http://emuseum.huntington.org/internal/media/dispatcher/22333/resize:format$003dfull
Orizana from Puebla,1885,Christian Jorgensen,American,1860,1935,13 3/8 x 9 3/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.27,,http://emuseum.huntington.org/internal/media/dispatcher/27933/resize:format$003dfull
"Our House in Tucson A.T. as it Appeared in 1875, November 18, 1901",1901,Joseph Basil Girard,American,1846,1918,6 9/16 x 9 5/8,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.50,,http://emuseum.huntington.org/internal/media/dispatcher/20105/resize:format$003dfull
"Oury House in Tucson [?], October 12, 1895",1895,Joseph Basil Girard,American,1846,1918,4 9/16 x 7,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.41,,http://emuseum.huntington.org/internal/media/dispatcher/20096/resize:format$003dfull
"Oury House in Tucson,  Arizona, September 4, 1901",1901,Joseph Basil Girard,American,1846,1918,5 7/8 x 9 1/2,pen and ink wash on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.42,,http://emuseum.huntington.org/internal/media/dispatcher/20097/resize:format$003dfull
Panoramic Landscape with Mt. Baldy,0,Marion Kavanaugh Wachtel,American,1876,1954,15 1/4 x 23 1/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift in memory of Lloyd S. Davis from his family",2002.28.1,,http://emuseum.huntington.org/internal/media/dispatcher/29349/resize:format$003dfull
"Parian Gate Manila P.I., March 26, 1910",1910,Joseph Basil Girard,American,1846,1918,4 1/2 x 6 1/2,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.89,,http://emuseum.huntington.org/internal/media/dispatcher/20144/resize:format$003dfull
Paying No Mind to her Complaints,1941,Don Freeman,American,1908,1978,9 1/2 x 7 13/16,ink and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2011.4.9,,http://emuseum.huntington.org/internal/media/dispatcher/30286/resize:format$003dfull
Peasant Couple,1840,John William Casilear,American,1811,1893,,graphite and watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Michael St. Clair",98.31.9,,http://emuseum.huntington.org/internal/media/dispatcher/18187/resize:format$003dfull
Peon's Home- Leon,1885,Christian Jorgensen,American,1860,1935,10 1/4 x 14 1/4,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.19,,http://emuseum.huntington.org/internal/media/dispatcher/27925/resize:format$003dfull
"Photographer, Brighton",1880,Charles Stanley Reinhart,American,1844,1896,5 5/8 x 7,pen and black ink on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.44,,http://emuseum.huntington.org/internal/media/dispatcher/16226/resize:format$003dfull
Picacho del Tucson from the North,1908,Joseph Basil Girard,American,1846,1918,sheet: 4 13/16 x 7 7/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Bequest of Jane Louise Hemphill",2008.21.1,,http://emuseum.huntington.org/internal/media/dispatcher/28483/resize:format$003dfull
"Picacho del Tucson from the North, February 2, 1910",1910,Joseph Basil Girard,American,1846,1918,4 1/4 x 6 13/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.85,,http://emuseum.huntington.org/internal/media/dispatcher/20140/resize:format$003dfull
Pied Piper (TV),1950,Don Freeman,American,1908,1978,10 5/8 x 13 3/4,ink and litho crayon,"Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2012.32.4,,http://emuseum.huntington.org/internal/media/dispatcher/31597/resize:format$003dfull
Pierre Salinger,1961,Don Freeman,American,1908,1978,sheet: 10 1/2 x 8 1/2,crayon and ink on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2012.5.27,,http://emuseum.huntington.org/internal/media/dispatcher/31100/resize:format$003dfull
Pine Trees,0,Charles Lanman,American,1819,1895,8 x 6,pencil on tan paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.33.1,,http://emuseum.huntington.org/internal/media/dispatcher/16217/resize:format$003dfull
"Pink Lightning, Black Mountain",1937,Edward Hagedorn,American,1902,1982,22 1/2 x 28 1/2,"watercolor, gouache, and ink on paper","The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",95.13,,http://emuseum.huntington.org/internal/media/dispatcher/27994/resize:format$003dfull
"Pittsburgh Landing, Tenn.",0,Henry Mosler,American,1841,1920,7 3/8 x 9 1/4,graphite and gray wash on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.101,,http://emuseum.huntington.org/internal/media/dispatcher/16260/resize:format$003dfull
"Platte River and Elk Mountain at Fort Steele, September, 1870",1870,Joseph Basil Girard,American,1846,1918,6 3/16 x 9 3/4,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.11,,http://emuseum.huntington.org/internal/media/dispatcher/20066/resize:format$003dfull
"Platte River at Fort Steele W.T., September, 1870",1870,Joseph Basil Girard,American,1846,1918,6 11/16 x 9 11/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.12,,http://emuseum.huntington.org/internal/media/dispatcher/20067/resize:format$003dfull
"Platte River near Fort Fred. Steele, Wyo.- Elk Mountain in the Distance, Dec. 23,1909",1909,Joseph Basil Girard,American,1846,1918,6 1/4 x 9 5/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.79,,http://emuseum.huntington.org/internal/media/dispatcher/20134/resize:format$003dfull
Poacher's Story,1880,Thomas Hovenden,American,1840,1895,13 7/8 x 16 5/8,watercolor on paper (laid on board),"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",96.1,,http://emuseum.huntington.org/internal/media/dispatcher/27975/resize:format$003dfull
"Pollarded Willows, April 30, 1909",1909,Joseph Basil Girard,American,1846,1918,7 3/16 x 5 1/2,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",89.3.72,,http://emuseum.huntington.org/internal/media/dispatcher/20127/resize:format$003dfull
Popocatepetl from the Pyramid of Cholula,1885,Christian Jorgensen,American,1860,1935,9 13/16 x 14 9/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.15,,http://emuseum.huntington.org/internal/media/dispatcher/27921/resize:format$003dfull
Portrait of a Gentleman,1808,Charles Balthazar Julien Fevret de Saint-M茅min,French,1770,1852,22 x 15 3/8,charcoal and crayon heightened with white on prepared paper laid down on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.6,,http://emuseum.huntington.org/internal/media/dispatcher/27966/resize:format$003dfull
Portrait of a Man,0,Johannes Adam Simon Oertel,American,1823,1904,,charcoal and chalk on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.11,,http://emuseum.huntington.org/internal/media/dispatcher/16252/resize:format$003dfull
Portrait of a Man,0,Lilly Martin Spencer,American,1822,1902,,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.9,,http://emuseum.huntington.org/internal/media/dispatcher/18048/resize:format$003dfull
Portrait of Emerson,1878,Wyatt Eaton,American,1849,1896,18 1/4 x 14,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens",81.11.1,,http://emuseum.huntington.org/internal/media/dispatcher/17956/resize:format$003dfull
Portrait of Ethel Myers,1913,Jerome Myers,American,1867,1940,22 x 16 1/4,pastel on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",96.31,,
Portrait of Holmes,1878,Wyatt Eaton,American,1849,1896,18 1/4 x 14,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens",81.11.2,,http://emuseum.huntington.org/internal/media/dispatcher/17957/resize:format$003dfull
Portrait of Jacob Housman,0,John Wesley Jarvis,American,1781,1839,5 x 4,ink and graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",90.18,,http://emuseum.huntington.org/internal/media/dispatcher/16204/resize:format$003dfull
Portrait of Longfellow,1878,Wyatt Eaton,American,1849,1896,18 1/4 x 14,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens",81.11.3,,http://emuseum.huntington.org/internal/media/dispatcher/17958/resize:format$003dfull
Portrait of my Mother,1909,Alexander Zerdin Kruse,American,1890,1972,17 1/2 x 12 1/2,charcoal on brown paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Kruse family trust",97.11.2,,http://emuseum.huntington.org/internal/media/dispatcher/28322/resize:format$003dfull
Portrait of Whitman,1878,Wyatt Eaton,American,1849,1896,18 1/4 x 14,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens",81.11.4,,http://emuseum.huntington.org/internal/media/dispatcher/17959/resize:format$003dfull
Portrait of Whittier,1878,Wyatt Eaton,American,1849,1896,18 1/4 x 14,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens",81.11.5,,http://emuseum.huntington.org/internal/media/dispatcher/17960/resize:format$003dfull
"Probably Fort Sanders, September, 1869",1869,Joseph Basil Girard,American,1846,1918,5 1/2 x 9 13/16,graphite on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. J. E. Hemphill",89.3.7,,http://emuseum.huntington.org/internal/media/dispatcher/20062/resize:format$003dfull
Querataro,1885,Christian Jorgensen,American,1860,1935,10 1/16 x 14 3/16,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.18,,http://emuseum.huntington.org/internal/media/dispatcher/27924/resize:format$003dfull
Queretaro,1885,Christian Jorgensen,American,1860,1935,9 3/4 x 14 1/2,watercolor on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Gift of Mrs. Virgil W. Jorgensen",67.65.11,,http://emuseum.huntington.org/internal/media/dispatcher/27917/resize:format$003dfull
Raging Battle,0,Richard Caton Woodville,American,1825,1855,12 x 21 1/2,ink wash and gouache en grisaille on paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.71,,http://emuseum.huntington.org/internal/media/dispatcher/20463/resize:format$003dfull
Re-Write Man,1968,Don Freeman,American,1908,1978,14 1/4 x 16 1/4,scratchboard and ink,"Huntington Library, Art Collections, and Botanical Gardens. Gift of Bonnie and Lee Stone",2012.32.5,,http://emuseum.huntington.org/internal/media/dispatcher/31598/resize:format$003dfull
Reading in Our Shack,1925,Ralph Stackpole,American,1885,1973,12 x 9 1/8,"pen, ink and watercolor on paper","The Huntington Library, Art Collections, and Botanical Gardens.",85.44.53,,http://emuseum.huntington.org/internal/media/dispatcher/16166/resize:format$003dfull
Rebel Batteries before Yorktown,1862,Conrad Birnbach,American,0,0,4 1/2 x 15 1/8,graphite and paper laid on board,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.105A,,http://emuseum.huntington.org/internal/media/dispatcher/18102/resize:format$003dfull
Reclining Man,1853,Eastman Johnson,American,1824,1906,8 1/4 x 11,graphite on brown paper,"The Huntington Library, Art Collections, and Botanical Gardens. Purchased with funds from the Virginia Steele Scott Foundation",91.8,,http://emuseum.huntington.org/internal/media/dispatcher/18047/resize:format$003dfull
