dim,made,prov,title,nationality,artist,birthDate,deathDate,image_url
"oban yoko-e, sheet: 9-11/16 x 14-7/8 in. (24.6 x 37.8 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Okazaki: Yahagi Bridge,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.46
"oban yoko-e, sheet: 9-1/8 x 14-1/8 in. (23.2 x 35.9 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham","Okabe: Utsu Mountain,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.28
"oban yoko-e, 9-13/16 x 14-3/4 in. (24.9 x 37.5 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Oiso: Toras Rain,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.14
"oban tate-e, sheet: 14-3/8 x 9-7/16 in. (36.5 x 24.0 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Off Tsukuda Island, Edo,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.44
"oban yoko-e, sheet: 9-11/16 x 14-5/8 in. (24.6 x 37.1 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Odawara: Sakawa River,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.16
"oban yoko-e, sheet: 9-5/8 x 14-5/8 in. (24.4 x 37.1 cm)",1833,"Norton Simon Museum, Gift of Mrs. Audrey Steele Burnand, 1966","Minakuchi: Famous Dried Gourd Shavings,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1966.20.079
"oban tate-e, sheet: 14-5/16 x 9-7/16 in. (36.4 x 24.0 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Ochanomizu, Edo,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.45
Oban Tate-e,1856,"Norton Simon Museum, Gift of Barbara Steele Williams, 1967","Noto Province, Waterfall Bay,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1967.29.32
"oban yoko-e, sheet: 9-11/16 x 14-3/8 in. (24.6 x 36.5 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Numazu: Twilight View,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.19
"oban tate-e, sheet: 14-9/16 x 9-3/4 in. (36.4 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Misaka Pass, Kai Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.70
"oban tate-e, sheet: 14-1/2  x 9-3/4 in. (36.8 x 24.8 cm)",1858,"Norton Simon Museum, Gift of Mrs. Edward C. Crossett, 1975","Noge, Yokohama, Musashi Province,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1975.2.55
a: 11 x 8-1/4 x 6-1/2 in. (27.9 x 21.0 x 16.5 cm); b: 10-1/2 x 11 x 7 in. (26.7 x 27.9 x 17.8 cm),1973,Norton Simon Art Foundation,"Two Forms (Green and Green),",English,Barbara Hepworth,1903,1975,http://images.nortonsimon.org/viewer/index.php?id=M.1974.12.3a-b.S
57 x 63 x 21 in. (144.8 x 160 x 53.3 cm),1960,"Norton Simon Museum, Gift of Molly Barnes","The Librarian,",American,George Herms,1935,0,http://images.nortonsimon.org/viewer/index.php?id=P.1969.091
Image: 16-5/16 x 23-1/2 in. (41.4 x 59.7 cm); Paper: 23-3/16  x 29 in. (58.9 x 73.7 cm),1969,"Norton Simon Museum, Gift of the Artist","Landscape with Insert - No. II,",American,Max Hein,1943,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1969.13
99-3/4 x 42 in. (253.4 x 106.7 cm),1964,Norton Simon Art Foundation,"Rock Form (Porthcurno),",English,Barbara Hepworth,1903,1975,
Image: 16-3/4 x 23-1/16 in. (42.5 x 58.6 cm); Paper: 23-3/16 x 29 in. (58.9 x 73.7 cm),1969,"Norton Simon Museum, Gift of the Artist","Landscape with Insert - No. I,",American,Max Hein,1943,0,http://images.nortonsimon.org/viewer/index.php?id=PH.1969.14
169 x 88 x 78-1/2 in. (429.3 x 223.5 x 199.4 cm),1966,Norton Simon Art Foundation,"Four Square (Walk Through),",English,Barbara Hepworth,1903,1975,http://images.nortonsimon.org/viewer/index.php?id=M.1969.15.S
27-1/4 x 16-1/2 x 4-1/2 in. (69.2 x 41.9 x 11.4 cm),1958,Norton Simon Art Foundation,"Oread,",English,Barbara Hepworth,1903,1975,
Paper: 30 x 22-1/2 in. (76.2 x 57.15 cm.); Image: 24 x 17-1/2 in. (60.96 x 44.45 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Eddy,",English,Stanley William Hayter,1901,1988,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.309
Paper: 20 x 27 in. (50.8 x 68.58 cm.); Image 14-1/2 x 22-5/8 in. (36.83 x 57.47 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Ripple,",English,Stanley William Hayter,1901,1988,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.310
A:  20 x 9-1/4 x 5-1/2 in. (50.8 x 23.5 x 14.0 cm); B: 14 x 6 x 8-1/2 in. (35.6 x 15.2 x 21.6 cm),1973,Norton Simon Art Foundation,"Duo,",English,Barbara Hepworth,1903,1975,http://images.nortonsimon.org/viewer/index.php?id=M.1974.12.2a-b.S
59 x 66 x 46-1/2 in. (149.9 x 167.6 x 118.1 cm),1994,"Norton Simon Museum, Gift of Ariel Dill & Jackson Dill; Berta & Frank Gehry; Martin Godin & Kathy Lucoff Godin; Robert Graham; Bernay Grayson; Grinstein Family; Dennis Hopper & Victoria Duffy Hopper; Walter & Caroline Hopps; Ann Janss; Julianne Kemper; Michael Kohn Gallery; In honor of Jane Mock from her daughter Molly Barnes; Tom Patchett & Cynthia Janos Patchett; Joan & Jack Quinn; Ed Ruscha; Seraphin Gallery; Manny & Jackie Silverman; Ellie & John Stern; Laura Lee W. Woods; and Hiro Yamagata.","The Book of Perfection,",American,George Herms,1935,0,http://images.nortonsimon.org/viewer/index.php?id=P.2001.08
overall: 42-1/2 in. h. (108 cm); 72 in. diameter (182.9 cm),1972,Norton Simon Art Foundation,"Assembly of Sea Forms,",English,Barbara Hepworth,1903,1975,http://images.nortonsimon.org/viewer/index.php?id=M.1974.12.1a-h.S
20-1/8 x 12-7/8 x 8-3/8 in. (51.1 x 32.7 x 21.3 cm),1962,"Norton Simon Museum, Gift of Dr. and Mrs. Judd Marmor in memory of Bob Simon","Coolest Creosote,",American,George Herms,1935,0,
16 x 8-1/2 in. (40.6 x 21.6 cm),1962,"Norton Simon Museum, Gift of the Artist","For the Corner Pass,",American,George Herms,1935,0,
"oban yoko-e, sheet: 9-1/8 x 14-1/8 in. (23.2 x 35.9 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Nissaka: Sayo Mountain Pass,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.32
"oban yoko-e, sheet: 9-1/8 x 14-1/4 in",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Nihonbashi: Daimyo Procession Setting Out,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.02
"oban yoko-e, sheet: 9-1/8 x 14-1/4 in. (23.2 x 36.2 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Nihonbashi, Edo: Morning Scene,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.01
"oban tate-e, sheet: 13-7/8 x 9-3/8 in. (35.2 x 23.8 cm)",1856,"Norton Simon Museum, Gift of Barbara Steele Williams, 1967","New Year's Eve Foxfires at the Changing Tree, Oji,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1967.29.14
"oban yoko-e, sheet: 10-1/8 x 14-5/8 in. (25.7 x 37.1 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Narumi: Famous Arimatsu Tie-dyed Fabric,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.48
"oban tate-e, sheet: 14-1/8 x 9-1/2 in. (35.9 x 24.1 cm)",1857,"Norton Simon Museum, Gift of the Pasadena Art Alliance","Moon-Viewing Point,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1967.27.002
"oban yoko-e, sheet: 9-5/8 x 14-3/8 in. (24.4 x 36.5 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Miya: Festival at Atsuta Shrine,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.49
"oban yoko-e, sheet: 8-7/8 x 13-13/16 in. (22.5 x 35.1 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Mishima: Morning Mist,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.18
"oban yoko-e, sheet: 9-3/4  x 14-9/16 in. (24.8 x 37.0 cm)",1833,"Norton Simon Museum, Gift of Mrs. Ruth W. Burnham, 1961","Mitsuke: View of the Tenryu River,",Japanese,Ando Utagawa Hiroshige,1797,1858,http://images.nortonsimon.org/viewer/index.php?id=P.1961.01.35
Overall: 17-1/4 x 23-3/4 in. (43.8 x 60. 3 cm); Image: 11-1/4 x 20-1/4 in. (28.6 x 51.4 cm),1965,"Norton Simon Museum, Anonymous Gift, 1966","Multiple Mirror,",American,Robert Hansen,1924,0,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.067
12-3/4 x 16-3/4 in. (32.4 x 42.5 cm),1965,"Norton Simon Museum, Anonymous Gift, 1967","Man-Men 163,",American,Robert Hansen,1924,0,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.152
sheet: 24-3/8 x 18-1/2 in. (61.9 x 47 cm),1964,"Norton Simon Museum, Anonymous Gift, 1966","Christ Ascended,",American,Robert Hansen,1924,0,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.057
sheet: 19-1/8 x 13-1/4 in. (48.6 x 33.7 cm),1964,"Norton Simon Museum, Anonymous Gift, 1966","Christ Ascended,",American,Robert Hansen,1924,0,http://images.nortonsimon.org/viewer/index.php?id=P.1966.07.055
Overall: 30 x 22 in. (76.2 x 55.9 cm); Image: 18 x 26 in. (45.7 x 66.0 cm),1970,"Norton Simon Museum, Anonymous Gift, 1972","Mama Mudra,",American,Robert Hansen,1924,0,http://images.nortonsimon.org/viewer/index.php?id=P.1972.08.248
11-7/8 x 19-5/8 in. (30.2 x 49.8 cm),1927,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Welcome III,",American,Edward Hagedorn,1902,1982,
comp: 10-1/4 x 7-3/8 in. (26.0 x 18.7 cm); sheet: 11-3/8 x 11-17/8 in. (28.9 x 33.3 cm),1926,"Norton Simon Museum, The Blue Four Galka Scheyer Collection","Welcome,",American,Edward Hagedorn,1902,1982,
25-1/2 x 59-1/4 in. (64.8 x 150.5 cm),1865,The Norton Simon Foundation,"The Village of Saint-Paul on the Banks of the Durance,",French,Paul-Camille Guigou,1834,1871,http://images.nortonsimon.org/viewer/index.php?id=F.1968.08.P
7-1/8 x 17-7/8 in. (18.1 x 45.4 cm),1870,"Norton Simon Art Foundation, from the Estate of Jennifer Jones Simon","Landscape in Southern France,",French,Paul-Camille Guigou,1834,1871,http://images.nortonsimon.org/viewer/index.php?id=M.2010.1.188.P
Paper: 10 x 22 in. (25.4 x 55.88 cm.); Image: 7 x 20 in. (17.78 x 50.8 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Sunset Strip II),",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.259
Paper: 22 x 15 in. (55.88 x 38.1 cm.); Image: 25-1/2? x 11-1/2 in. (64.77? x 29.21 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.308
Paper: 22 x 15 in. (55.88 x 38.1 cm.); Image: 19-1/4 x 12 in. (48.90 x 30.48 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.307
16-3/4 x 15-1/2 in. (42.5 x 39.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Flagellation,",Italian,Guariento di Arpo,1310,1370,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.05.P
Paper: 10 x 22 in. (25.4 x 55.88 cm.); Image: 7-1/8 x 20 in. (18.10 x 50.5 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Sunset Strip I),",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.258
Paper: 22 x 15 in. (55.88 x 38.1 cm.); Image: 18 x 11-1/2 in. (45.72 x 29.21 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.306
Paper: 22 x 15 in. (55.88 x 38.1 cm.); Image: 18 x 11-1/2 in. (45.72 x 29.21 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.305
Paper: 7-1/2 x 10 in. (19.05 x 25.4 cm.); Image: 5-1/8 x 8 in. (13.34 x 20.32 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.302
Paper: 12-1/2 x 10 in. (31.75 x 25.4 cm.); Image: 9-1/2 x 5-1/4 in. (24.13 x 13.34 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.301
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 17-1/2 x 25 in. (44.45 x 63.5 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.303
Paper: 14 x 10 in. (35.56 x 25.4 cm.); Image: 10 x 6 in. (25.4 x 15.24 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.304
16-3/4 x 20-3/8 in. (42.5 x 51.8 cm),1780,The Norton Simon Foundation,"View of the Santa Maria della Salute with the Dogana di Mare,",Italian,Francesco Guardi,1712,1793,http://images.nortonsimon.org/viewer/index.php?id=F.1972.47.1.P
17 x 24-3/4 in. (43.2 x 62.9 cm),1780,"Norton Simon Art Foundation, Gift of Mr. Norton Simon","View of the Rialto, Venice, from the Grand Canal,",Italian,Francesco Guardi,1712,1793,http://images.nortonsimon.org/viewer/index.php?id=M.1966.10.05.P
Sheet: 18 X 14 in.(45.72 x 35.56 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.300
20-5/8 x 15-1/8 in. (52.4 x 38.4 cm),1760,Norton Simon Art Foundation,"Venetian Capriccio,",Italian,Francesco Guardi,1712,1793,http://images.nortonsimon.org/viewer/index.php?id=M.1982.1.1.P
98-1/2 x 43-1/4 in. (250.2 x 109.9 cm),1755,The Norton Simon Foundation,"Godfrey of Boulogne Summons His Chiefs to Council,",Italian,Francesco Guardi,1712,1793,
Sheet: 18 x 14 in. (45.72  35.56 cm.); Image: 17-1/2 x 13-1/4 in. (44.45 x 33.66 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled,",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.299
Paper: 10 x 22 in. (25.4 x 55.88 cm.); Image: 7-1/4 x 19-1/2 in. (18.42 x 49.53 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Sunset Strip III),",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.260
17-1/8 x 15-5/8 in. (43.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Last Judgement,",Italian,Guariento di Arpo,1310,1370,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.13.P
17-1/8 x 15-5/8 in.  (43.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Deposition,",Italian,Guariento di Arpo,1310,1370,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.10.P
17-1/4 x 15-1/2 in. (43.8 x 39.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Epiphany,",Italian,Guariento di Arpo,1310,1370,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.03.P
17-1/8 x 15-1/2 in. (43.5 x 39.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Descent into limbo,",Italian,Guariento di Arpo,1310,1370,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.11.P
21-3/4 x 17-3/4 in. (55.2 x 45.1 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Crucifixion,",Italian,Guariento di Arpo,1310,1370,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.19.P
52-1/8 x 27-5/8 in. (132.4 x 70.2 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Coronation of the Virgin,",Italian,Guariento di Arpo,1310,1370,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.01.P
16-3/4 x 15-5/8 in. (42.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Betrayal,",Italian,Guariento di Arpo,1310,1370,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.04.P
17-1/8 x 15-1/2 in. (43.5 x 39.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Circumcision,",Italian,Guariento di Arpo,1310,1370,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.08.P
16-3/4 x 15-1/2 in. (42.5 x 39.4 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Ascension,",Italian,Guariento di Arpo,1310,1370,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.07.P
13-3/8 x 12-1/2 in. (34.0 x 31.8 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Angel of the Annunciation,",Italian,Guariento di Arpo,1310,1370,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.16.P
16-3/4 x 15-5/8 in. (42.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  'Noli me tangere',",Italian,Guariento di Arpo,1310,1370,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.06.P
overall:  86 x 104-3/8 in. (218.4 x 265.1 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece,",Italian,Guariento di Arpo,1310,1370,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.01-32.P
11 x 18-1/4 in. (27.9 x 46.4 cm),1869,Norton Simon Art Foundation,"Landscape in Martigues,",French,Paul-Camille Guigou,1834,1871,http://images.nortonsimon.org/viewer/index.php?id=M.1973.3.1.P
sheet: 18-1/8 x 14 in. (46.1 x 35.6 cm),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony VIII),",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.270
Paper: 18 X 28 in. (45.72 x 71.12 cm.); Image: 18 x 14 in. (45.72 x 35.56 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony VII),",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.269
Paper: 18 X 14 in. (45.72 x 35.56 cm.); Image: 15-3/4 x 11-3/4 (40.01 x 29.85 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony VI),",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.268
Paper: 18 x 14 in. (45.72 x 35.56 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony IX),",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.271
17-1/4 x 15-5/8 in. (43.8 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Nativity,",Italian,Guariento di Arpo,1310,1370,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.02.P
Paper: 18 X 14 in. (45.72 x 35.56 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony V),",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.267
Sheet: 18 x 14 in. (45.72 x 35.56 cm.); Image: 17 x ? in. (43.18 x ? cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony III),",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.265
Sheet: 18 X 14 in.(45.72 x 35.56 cm.); Image: 16-1/2 x 13 in. (41.91 x 33.02 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony II),",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.264
Paper: 18 x 14 in. (45.72 x 35.56 cm.); Image: 16-1/2 x 12-1/2 in. (41.91 x 31.75 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony IV),",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.266
Sheet: 18 X 14 in.(45.72 x 35.56 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (Unfinished Symphony I),",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.263
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 17 x 23-7/8 in. (43.18 x 60.64 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl VII),",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.256
Paper: 22 x 30 in. (55.88 x 76.2 cm.); Image: 17-1/2 x 25 in. (44.45 x 63.5 cm.),1967,"Norton Simon Museum, Anonymous Gift, 1967","Untitled (The Shtetl VIII),",American,William Gropper,1897,1977,http://images.nortonsimon.org/viewer/index.php?id=P.1967.20.257
13-1/4 x 12-1/2 in. (33.7 x 31.8 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Virgin of the Annunciation,",Italian,Guariento di Arpo,1310,1370,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.22.P
3-3/4 in. (9.5 cm) diameter,1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece: Bust of Saint,",Italian,Guariento di Arpo,1310,1370,
17-1/8 x 15-5/8 in.  (43.5 x 39.7 cm),1344,Norton Simon Art Foundation,"Coronation of the Virgin Altarpiece:  Washing of the feet,",Italian,Guariento di Arpo,1310,1370,http://images.nortonsimon.org/viewer/index.php?id=M.1987.3.09.P
